fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.8,0.5700000000000001,-0.41000000000000003,1.2,-0.322,9.5,88.5,0.4962,2.8,0.06999999999999995,8.5,bad
6.8,0.19499999999999995,-0.5,2.0,-0.425,2.5,12.5,0.498,2.99,0.020000000000000018,8.7,bad
7.5,0.20999999999999996,-0.5,2.1,-0.42,10.5,33.5,0.49760000000000004,2.94,0.030000000000000027,9.0,bad
7.3,0.0,-0.32999999999999996,1.1,-0.4180000000000001,20.5,101.5,0.496,2.89,-0.020000000000000018,9.0,bad
8.5,0.12,-0.46,1.4,-0.354,26.5,89.5,0.49839999999999995,2.66,0.19999999999999996,8.9,bad
7.699999999999999,0.8300000000000001,-0.5,1.2,-0.419,2.5,11.5,0.49639999999999995,3.03,-0.010000000000000009,10.4,bad
7.6,0.8300000000000001,-0.5,1.3,-0.4180000000000001,2.5,11.5,0.49639999999999995,3.04,-0.020000000000000018,10.4,bad
5.6,-0.12,-0.35,1.3,-0.428,5.5,18.5,0.49550000000000005,2.92,0.06999999999999995,8.9,bad
7.5,0.245,0.06000000000000005,1.5,-0.382,29.5,133.5,0.4968,2.74,0.16000000000000003,8.9,bad
5.1,0.0,-0.41000000000000003,1.7999999999999998,-0.451,16.5,98.5,0.4937,3.13,0.13,12.5,bad
5.1,0.0,-0.41000000000000003,1.7999999999999998,-0.451,16.5,98.5,0.4937,3.13,0.13,12.5,bad
7.9,0.245,-0.39,1.4,-0.41000000000000003,15.5,62.5,0.49650000000000005,2.69,0.31999999999999995,9.1,bad
7.800000000000001,0.21499999999999997,-0.35,1.3,-0.41100000000000003,9.5,51.5,0.4968,2.73,0.27,9.0,bad
6.7,-0.08500000000000002,-0.14,1.5,-0.419,12.5,44.5,0.4972,2.98,0.14,8.7,bad
7.3,0.06000000000000005,-0.31,1.6,-0.419,14.5,104.5,0.4962,2.83,0.040000000000000036,9.0,bad
7.3,0.06000000000000005,-0.31,1.5,-0.419,16.5,107.5,0.4962,2.82,0.040000000000000036,9.0,bad
7.9,0.245,-0.39,1.4,-0.41000000000000003,15.5,62.5,0.49650000000000005,2.69,0.31999999999999995,9.1,bad
7.800000000000001,0.21499999999999997,-0.35,1.3,-0.41100000000000003,9.5,51.5,0.4968,2.73,0.27,9.0,bad
5.8,-0.10999999999999999,-0.42,1.2,-0.434,2.5,19.5,0.49539999999999995,2.84,0.07999999999999996,8.9,bad
7.6,0.17000000000000004,0.050000000000000044,1.3,-0.383,31.5,140.5,0.4968,2.67,0.12,8.9,bad
5.3,0.18000000000000005,-0.48,1.3,-0.41300000000000003,20.5,93.5,0.49439999999999995,3.04,0.020000000000000018,9.5,bad
7.1,-0.010000000000000009,-0.24,1.1,-0.264,9.5,87.5,0.4968,2.61,0.30000000000000004,8.8,bad
8.7,0.020000000000000018,0.5,2.9,0.10999999999999999,31.5,68.5,0.49960000000000004,2.24,1.5,8.9,bad
7.0,0.09999999999999998,-0.47,1.3,-0.405,24.5,98.5,0.495,2.85,0.040000000000000036,9.6,bad
7.0,0.09999999999999998,-0.47,1.3,-0.405,24.5,98.5,0.495,2.85,0.040000000000000036,9.6,bad
6.6,-0.07,-0.08000000000000002,5.0,-0.43,28.5,128.5,0.49729999999999996,2.92,0.21999999999999997,10.0,bad
6.6,-0.07,-0.08000000000000002,5.0,-0.429,27.5,127.5,0.49729999999999996,2.92,0.20999999999999996,10.0,bad
6.6,-0.07,-0.08000000000000002,5.0,-0.43,28.5,128.5,0.49729999999999996,2.92,0.21999999999999997,10.0,bad
6.6,-0.07,-0.08000000000000002,5.0,-0.429,27.5,127.5,0.49729999999999996,2.92,0.20999999999999996,10.0,bad
6.6,0.18000000000000005,-0.5,1.7000000000000002,-0.427,11.5,21.5,0.4969,2.98,0.0,8.8,bad
7.1,0.44999999999999996,-0.47,1.5,-0.41000000000000003,6.5,19.5,0.4959,2.7,0.06000000000000005,9.1,bad
7.1,0.18000000000000005,-0.48,0.8,-0.428,8.5,19.5,0.49650000000000005,2.67,0.5800000000000001,8.7,bad
6.9,0.09999999999999998,-0.24,6.8,-0.43,35.5,120.5,0.4982,2.87,-0.010000000000000009,8.9,bad
6.8,0.08999999999999997,-0.24,6.7,-0.43,34.5,120.5,0.4981,2.87,-0.010000000000000009,8.9,bad
7.3,0.13,-0.020000000000000018,1.2,-0.4,13.5,95.5,0.4961,2.69,0.12,9.0,bad
6.3,0.14,-0.4,1.6,-0.415,17.5,100.5,0.49560000000000004,2.84,0.020000000000000018,9.7,bad
6.8,0.050000000000000044,-0.47,1.1,-0.428,16.5,41.5,0.49560000000000004,2.87,-0.020000000000000018,8.5,bad
7.0,0.20499999999999996,-0.26,1.3,-0.14,14.5,62.5,0.49639999999999995,2.5,1.09,9.0,bad
7.4,0.385,-0.47,1.3,-0.442,3.5,7.5,0.4972,2.86,-0.16999999999999998,8.6,bad
6.8,-0.12,-0.29000000000000004,1.5,-0.42,6.5,34.5,0.4961,2.83,-0.030000000000000027,9.0,bad
6.4,0.0,-0.46,1.0,-0.415,18.5,48.5,0.4958,2.85,0.28,9.0,bad
6.8,-0.12,-0.29000000000000004,1.5,-0.42,6.5,34.5,0.4961,2.83,-0.030000000000000027,9.0,bad
6.5,0.30500000000000005,-0.5,2.0,-0.432,6.5,19.5,0.4969,2.98,0.06000000000000005,9.1,bad
8.3,0.10999999999999999,-0.36,1.9,-0.433,9.5,41.5,0.4969,2.69,0.08999999999999997,9.0,bad
8.3,0.10999999999999999,-0.36,1.9,-0.433,9.5,41.5,0.4969,2.69,0.08999999999999997,9.0,bad
8.4,0.10999999999999999,-0.010000000000000009,1.5,-0.22999999999999998,22.5,109.5,0.4972,2.62,0.52,8.8,bad
6.7,0.22999999999999998,-0.48,2.0,-0.424,15.5,41.5,0.4972,2.94,0.020000000000000018,8.8,bad
6.3,0.10999999999999999,-0.3,1.3,-0.423,10.5,64.5,0.4971,3.04,0.07999999999999996,8.8,bad
8.4,-0.19,0.06999999999999995,1.5,-0.389,25.5,84.5,0.4971,2.76,0.030000000000000027,9.2,bad
6.9,-0.10999999999999999,-0.020000000000000018,1.5,-0.4180000000000001,13.5,66.5,0.4972,2.84,0.050000000000000044,8.7,bad
7.2,0.20499999999999996,-0.4,2.1,-0.416,8.5,25.5,0.49760000000000004,2.89,-0.010000000000000009,9.2,bad
7.4,0.0,-0.16999999999999998,1.5,-0.416,14.5,142.5,0.4968,2.7,0.050000000000000044,9.0,bad
7.4,-0.010000000000000009,-0.18,1.4,-0.4180000000000001,16.5,143.5,0.4968,2.7,0.050000000000000044,9.0,bad
7.699999999999999,0.0,-0.15000000000000002,2.4,-0.423,20.5,126.5,0.49760000000000004,2.73,0.12,8.9,bad
6.3,0.13,-0.38,3.3,-0.401,15.5,125.5,0.4969,2.78,0.10999999999999999,9.0,bad
7.1,0.050000000000000044,-0.29000000000000004,1.7000000000000002,-0.429,6.5,27.5,0.49639999999999995,2.78,0.050000000000000044,9.2,bad
7.1,0.050000000000000044,-0.29000000000000004,1.7000000000000002,-0.429,6.5,27.5,0.49639999999999995,2.78,0.050000000000000044,9.2,bad
7.3,0.08999999999999997,-0.16999999999999998,1.5,-0.426,23.5,119.5,0.4968,2.75,0.040000000000000036,8.9,bad
6.8,0.07999999999999996,-0.2,1.9,-0.426,14.5,54.5,0.4968,2.96,0.08999999999999997,9.7,bad
6.4,0.5900000000000001,-0.44,1.6,-0.439,11.5,30.5,0.4948,3.01,-0.07,10.9,bad
8.3,-0.13,-0.020000000000000018,1.6,-0.403,38.5,144.5,0.49750000000000005,2.54,0.53,8.8,bad
6.3,0.0,-0.39,1.0,-0.425,15.5,48.5,0.49544999999999995,2.86,0.29000000000000004,9.0,bad
6.5,-0.08000000000000002,-0.15000000000000002,1.1,-0.41200000000000003,15.5,38.5,0.4961,2.84,0.050000000000000044,8.7,bad
7.3,0.06999999999999995,-0.19,1.3,-0.431,25.5,119.5,0.49624999999999997,2.79,0.030000000000000027,8.8,bad
7.3,-0.06,-0.21999999999999997,2.2,-0.4,17.5,94.5,0.49660000000000004,2.72,0.17000000000000004,8.9,bad
7.699999999999999,0.06999999999999995,-0.24,1.7000000000000002,-0.44,27.5,64.5,0.4959,2.8,-0.07,9.6,bad
6.5,-0.010000000000000009,-0.010000000000000009,5.1,-0.44,25.5,120.5,0.49739999999999995,2.84,0.26,10.0,bad
8.2,0.125,-0.33999999999999997,1.5,-0.399,12.5,48.5,0.4962,2.64,0.06999999999999995,10.5,bad
7.6,0.22499999999999998,-0.28,1.7000000000000002,-0.428,10.5,40.5,0.49670000000000003,2.86,0.050000000000000044,8.6,bad
7.0,-0.010000000000000009,-0.31,1.4,-0.424,9.5,43.5,0.49570000000000003,2.89,0.040000000000000036,9.2,bad
7.3,0.030000000000000027,-0.16999999999999998,1.9,-0.42,23.5,143.5,0.49655000000000005,2.8,0.09999999999999998,9.0,bad
6.9,0.030000000000000027,-0.24,1.5,-0.399,15.5,71.5,0.49570000000000003,2.65,0.06999999999999995,8.9,bad
6.3,0.10999999999999999,-0.46,1.0,-0.443,4.5,9.5,0.49524999999999997,2.92,0.09999999999999998,9.0,bad
7.9,0.135,-0.14,1.5,-0.41100000000000003,14.5,54.5,0.49744999999999995,2.81,0.06999999999999995,9.9,bad
8.5,0.31999999999999995,-0.36,2.1,-0.41100000000000003,8.5,22.5,0.49839999999999995,2.89,0.13,9.3,bad
6.4,0.020000000000000018,-0.25,2.1,-0.419,9.5,36.5,0.49685,2.96,0.0,10.5,bad
6.4,0.020000000000000018,-0.25,2.1,-0.419,9.5,36.5,0.49685,2.96,0.0,10.5,bad
8.4,0.135,-0.13,1.2,-0.237,4.5,61.5,0.4971,2.5,0.5900000000000001,8.8,bad
6.6,0.18000000000000005,-0.43,1.4,-0.425,15.5,50.5,0.49685,2.88,0.020000000000000018,9.0,bad
7.699999999999999,0.09999999999999998,-0.32999999999999996,1.7999999999999998,-0.428,10.5,72.5,0.49629999999999996,2.7,-0.04999999999999999,8.8,bad
10.6,-0.15000000000000002,-0.020000000000000018,2.6,-0.41000000000000003,4.5,20.5,0.49860000000000004,2.67,0.030000000000000027,10.0,bad
7.2,0.275,-0.08000000000000002,1.4,-0.40800000000000003,7.5,85.5,0.4959,2.73,0.08999999999999997,9.0,bad
7.5,0.06999999999999995,-0.27,2.7,-0.427,16.5,118.5,0.49675,2.76,0.06999999999999995,8.8,bad
8.9,-0.15999999999999998,-0.13,1.7000000000000002,-0.425,4.5,12.5,0.498,2.72,0.12,8.7,bad
6.1,0.19499999999999995,-0.5,1.6,-0.425,11.5,55.5,0.4968,2.99,0.17000000000000004,8.7,bad
7.2,-0.09000000000000002,0.26,1.3,0.11099999999999999,7.5,44.5,0.4968,2.56,0.76,8.9,bad
7.4,-0.16999999999999998,-0.27,1.2,-0.423,17.5,44.5,0.49624999999999997,2.79,0.15000000000000002,8.8,bad
6.5,0.475,-0.46,1.5,-0.41300000000000003,11.5,66.5,0.49565000000000003,2.85,0.09999999999999998,8.9,bad
7.5,0.020000000000000018,-0.47,1.2,-0.43,9.5,34.5,0.49575,2.84,0.06999999999999995,9.5,bad
7.4,-0.13,-0.27,1.3,-0.423,22.5,48.5,0.49629999999999996,2.78,0.17000000000000004,8.8,bad
12.0,0.06000000000000005,-0.010000000000000009,1.9,-0.436,4.5,26.5,0.4999,2.58,0.37,10.4,bad
7.6,0.37,-0.5,2.8,-0.404,25.5,60.5,0.5002500000000001,3.1,0.21999999999999997,9.3,bad
10.4,-0.13,0.07999999999999996,3.5,-0.429,16.5,64.5,0.49934999999999996,2.72,0.28,9.6,bad
7.9,0.21499999999999997,-0.3,1.9,-0.424,9.5,37.5,0.49734999999999996,2.81,0.14,8.9,bad
7.0,0.15000000000000002,-0.32,6.5,-0.41200000000000003,26.5,93.5,0.49915,2.88,0.27,8.9,bad
7.1,0.020000000000000018,-0.38,2.5,-0.433,11.5,52.5,0.4971,2.86,0.06999999999999995,8.6,bad
9.4,0.08999999999999997,-0.43,2.9,-0.398,31.5,70.5,0.5001500000000001,2.81,0.20999999999999996,9.3,bad
9.4,0.08999999999999997,-0.43,2.9,-0.398,31.5,70.5,0.5001500000000001,2.81,0.20999999999999996,9.3,bad
11.1,-0.08000000000000002,0.030000000000000027,2.8,-0.395,32.5,97.5,0.5009999999999999,2.7,0.44999999999999996,8.7,bad
10.5,-0.3,-0.020000000000000018,1.5,-0.15699999999999997,5.5,17.5,0.4979,2.8,0.20999999999999996,10.0,bad
10.3,0.0,-0.03999999999999998,2.0,-0.427,4.5,26.5,0.5001,2.55,0.14,9.0,bad
10.1,0.32999999999999996,-0.13,2.1,-0.41400000000000003,25.5,69.5,0.4981,2.66,0.020000000000000018,9.4,bad
6.6,0.13,-0.44,1.5,-0.417,7.5,28.5,0.49855000000000005,3.17,0.22999999999999998,9.1,bad
6.7,0.15000000000000002,-0.48,1.7999999999999998,-0.406,4.5,30.5,0.49929999999999997,3.17,0.30000000000000004,9.2,bad
6.4,0.17000000000000004,-0.44,1.6,-0.42,7.5,32.5,0.49844999999999995,3.18,0.20999999999999996,9.1,bad
7.800000000000001,0.20499999999999996,-0.38,2.1,-0.40800000000000003,11.5,27.5,0.49939999999999996,3.01,0.21999999999999997,9.5,bad
6.9,0.17000000000000004,-0.38,1.1,-0.314,4.5,20.5,0.496,2.89,0.040000000000000036,9.0,bad
7.9,0.15000000000000002,0.09999999999999998,1.6,-0.388,11.5,89.5,0.49729999999999996,2.7,0.020000000000000018,8.7,bad
7.1,0.12,-0.18,1.7000000000000002,-0.4180000000000001,6.5,53.5,0.49660000000000004,2.86,0.020000000000000018,8.9,bad
8.1,-0.030000000000000027,-0.2,2.5,-0.424,29.5,134.5,0.49760000000000004,2.8,0.030000000000000027,8.9,bad
6.9,-0.14,-0.21000000000000002,2.1,-0.41300000000000003,25.5,71.5,0.49644999999999995,2.89,0.18000000000000005,10.5,bad
9.1,0.06000000000000005,-0.27,2.9,-0.398,36.5,91.5,0.49960000000000004,2.8,0.15000000000000002,9.6,bad
8.8,0.10999999999999999,-0.24,2.9,-0.41000000000000003,24.5,86.5,0.49975,2.74,0.12,9.2,bad
7.3,0.12,-0.45,1.7999999999999998,-0.421,5.5,17.5,0.49734999999999996,2.79,0.13,8.8,bad
9.8,-0.06,0.0,4.0,-0.393,4.5,12.5,0.498,2.78,0.32999999999999996,11.0,bad
10.2,-0.03999999999999998,-0.10999999999999999,1.5,-0.439,6.5,14.5,0.4981,2.68,0.12,9.0,bad
7.9,0.06000000000000005,-0.42,1.6,-0.395,15.5,43.5,0.4958,2.63,0.020000000000000018,10.5,bad
7.3,-0.07,-0.18,2.3,-0.42,28.5,57.5,0.49739999999999995,2.81,0.14,9.8,bad
6.5,0.18500000000000005,-0.5,1.4,-0.433,39.5,62.5,0.4979,3.1,0.31000000000000005,9.4,bad
7.2,0.16500000000000004,-0.5,1.9,-0.41000000000000003,7.5,18.5,0.49739999999999995,2.77,0.22999999999999998,8.8,bad
13.0,0.030000000000000027,0.29000000000000004,4.3,-0.38,22.5,76.5,0.5018,2.68,0.27,12.5,bad
11.0,-0.09000000000000002,0.020000000000000018,2.5,-0.42,28.5,54.5,0.5001,2.76,0.38,10.5,bad
7.699999999999999,0.19999999999999996,-0.27,1.5,-0.401,13.5,80.5,0.49729999999999996,2.69,0.19999999999999996,8.9,bad
11.4,0.07999999999999996,0.16000000000000003,2.0,-0.428,5.5,36.5,0.4992,2.55,0.06000000000000005,9.5,bad
12.0,-0.03999999999999998,0.13,1.5,-0.429,5.5,14.5,0.4988,2.49,0.37,9.7,bad
9.9,0.07499999999999996,0.10999999999999999,2.1,-0.424,10.5,23.5,0.5,2.66,0.18999999999999995,8.5,bad
9.8,-0.15999999999999998,0.020000000000000018,2.3,-0.34099999999999997,14.5,74.5,0.4998,2.68,0.14,8.9,bad
6.4,0.265,-0.48,1.7999999999999998,-0.437,34.5,62.5,0.49750000000000005,3.07,0.28,9.4,bad
6.9,0.050000000000000044,-0.28,1.7000000000000002,-0.394,11.5,71.5,0.4959,2.55,0.13,8.7,bad
7.2,0.010000000000000009,-0.21999999999999997,1.6,-0.41300000000000003,22.5,53.5,0.498,2.92,0.24,8.7,bad
9.0,-0.13,0.020000000000000018,1.5,-0.4180000000000001,5.5,25.5,0.498,2.68,0.010000000000000009,9.0,bad
7.9,0.16500000000000004,0.10999999999999999,1.5,-0.388,12.5,94.5,0.497,2.66,0.040000000000000036,8.6,bad
12.2,0.09999999999999998,0.15000000000000002,1.7999999999999998,-0.437,5.5,24.5,0.49970000000000003,2.53,0.06999999999999995,9.4,bad
6.1,0.235,-0.48,7.4,-0.378,67.5,123.5,0.49939999999999996,2.97,0.030000000000000027,9.4,bad
8.2,0.265,-0.28,1.7999999999999998,-0.436,8.5,41.5,0.49629999999999996,2.6,0.050000000000000044,8.9,bad
6.1,0.235,-0.48,7.4,-0.378,67.5,123.5,0.49939999999999996,2.97,0.030000000000000027,9.4,bad
7.2,0.18999999999999995,-0.45,2.2,-0.425,14.5,26.5,0.49739999999999995,2.76,0.10999999999999999,8.6,bad
12.0,-0.03999999999999998,-0.010000000000000009,4.0,-0.43,25.5,48.5,0.4981,2.55,0.06999999999999995,9.1,bad
